name,id,card_id,image_url,rarity
Sobble,1633,swsh6-41,https://assets.tcgdex.net/pt/swsh/swsh6/41,1
Manaphy,1634,swsh9-041,https://assets.tcgdex.net/pt/swsh/swsh9/041,1
Koffing,1635,swsh4.5-41,https://assets.tcgdex.net/pt/swsh/swsh4.5/41,1
Snorunt,1636,swsh12-041,https://assets.tcgdex.net/pt/swsh/swsh12/041,1
Wingull,1637,swsh2-41,https://assets.tcgdex.net/pt/swsh/swsh2/41,1
Oshawott,1638,swsh10-041,https://assets.tcgdex.net/pt/swsh/swsh10/041,1
Heatmor,1639,swsh8-41,https://assets.tcgdex.net/pt/swsh/swsh8/41,2
Frillish,1640,swsh5-41,https://assets.tcgdex.net/pt/swsh/swsh5/41,2
Luxio,1641,swsh12.5-041,https://assets.tcgdex.net/pt/swsh/swsh12.5/041,2
Lumineon,1642,swsh11-041,https://assets.tcgdex.net/pt/swsh/swsh11/041,2
Cloyster,1643,swsh1-41,https://assets.tcgdex.net/pt/swsh/swsh1/41,2
Panpour,1644,xy8-41,https://assets.tcgdex.net/pt/xy/xy8/41,1
Greninja TURBO,1645,xy9-41,https://assets.tcgdex.net/pt/xy/xy9/41,3
Electabuzz,1646,xy12-41,https://assets.tcgdex.net/pt/xy/xy12/41,1
Larvitar,1647,xy10-41,https://assets.tcgdex.net/pt/xy/xy10/41,1
Joltik,1648,xy11-41,https://assets.tcgdex.net/pt/xy/xy11/41,1
Gothitelle,1649,xy3-41,https://assets.tcgdex.net/pt/xy/xy3/41,2
Inkay,1650,xy6-41,https://assets.tcgdex.net/pt/xy/xy6/41,1
Greninja,1651,xy1-41,https://assets.tcgdex.net/pt/xy/xy1/41,2
Golurk,1652,xy7-41,https://assets.tcgdex.net/pt/xy/xy7/41,2
Litwick,1653,xy4-41,https://assets.tcgdex.net/pt/xy/xy4/41,1
Toxicroak EX,1654,xy2-41,https://assets.tcgdex.net/pt/xy/xy2/41,3
Whiscash,1655,xy5-41,https://assets.tcgdex.net/pt/xy/xy5/41,2
Eiscue ex,1656,sv03-042,https://assets.tcgdex.net/pt/sv/sv03/042,3
Golbat,1657,sv03.5-042,https://assets.tcgdex.net/pt/sv/sv03.5/042,2
Magikarp,1658,sv02-042,https://assets.tcgdex.net/pt/sv/sv02/042,1
Greavard,1659,sv04.5-042,https://assets.tcgdex.net/pt/sv/sv04.5/042,1
Carvanha,1660,sv05-042,https://assets.tcgdex.net/pt/sv/sv05/042,1
Crabominable,1661,sv07-042,https://assets.tcgdex.net/pt/sv/sv07/042,3
Milotic ex,1662,sv08-042,https://assets.tcgdex.net/pt/sv/sv08/042,4
Slowpoke,1663,sv01-042,https://assets.tcgdex.net/pt/sv/sv01/042,1
Simipour,1664,sv04-042,https://assets.tcgdex.net/pt/sv/sv04/042,2
Copperajah,1665,sv06.5-042,https://assets.tcgdex.net/pt/sv/sv06.5/042,3
Poliwhirl,1666,sv06-042,https://assets.tcgdex.net/pt/sv/sv06/042,2
Tympole,1667,swsh7-42,https://assets.tcgdex.net/pt/swsh/swsh7/42,1
Raticate de Alola,1668,swsh10.5-042,https://assets.tcgdex.net/pt/swsh/swsh10.5/042,2
Scrafty,1669,swsh3.5-42,https://assets.tcgdex.net/pt/swsh/swsh3.5/42,2
Simipour,1670,swsh3-42,https://assets.tcgdex.net/pt/swsh/swsh3/42,2
Barraskewda,1671,swsh4-42,https://assets.tcgdex.net/pt/swsh/swsh4/42,2
Drizzile,1672,swsh6-42,https://assets.tcgdex.net/pt/swsh/swsh6/42,2
Cubchoo,1673,swsh9-042,https://assets.tcgdex.net/pt/swsh/swsh9/042,1
Weezing de Galar,1674,swsh4.5-42,https://assets.tcgdex.net/pt/swsh/swsh4.5/42,2
Glalie,1675,swsh12-042,https://assets.tcgdex.net/pt/swsh/swsh12/042,2
Pelipper,1676,swsh2-42,https://assets.tcgdex.net/pt/swsh/swsh2/42,2
Dewott,1677,swsh10-042,https://assets.tcgdex.net/pt/swsh/swsh10/042,2
Oricorio,1678,swsh8-42,https://assets.tcgdex.net/pt/swsh/swsh8/42,2
Jellicent,1679,swsh5-42,https://assets.tcgdex.net/pt/swsh/swsh5/42,2
Luxio,1680,swsh12.5-042,https://assets.tcgdex.net/pt/swsh/swsh12.5/042,2
Snover,1681,swsh11-042,https://assets.tcgdex.net/pt/swsh/swsh11/042,2
Krabby,1682,swsh1-42,https://assets.tcgdex.net/pt/swsh/swsh1/42,2
Simipour,1683,xy8-42,https://assets.tcgdex.net/pt/xy/xy8/42,2
Electabuzz,1684,xy9-42,https://assets.tcgdex.net/pt/xy/xy9/42,1
Zapdos,1685,xy12-42,https://assets.tcgdex.net/pt/xy/xy12/42,2
Pupitar,1686,xy10-42,https://assets.tcgdex.net/pt/xy/xy10/42,2
Galvantula,1687,xy11-42,https://assets.tcgdex.net/pt/xy/xy11/42,2
Golett,1688,xy3-42,https://assets.tcgdex.net/pt/xy/xy3/42,2
Jirachi,1689,xy6-42,https://assets.tcgdex.net/pt/xy/xy6/42,1
Pikachu,1690,xy1-42,https://assets.tcgdex.net/pt/xy/xy1/42,1
Tyranitar EX,1691,xy7-42,https://assets.tcgdex.net/pt/xy/xy7/42,3
Lampent,1692,xy4-42,https://assets.tcgdex.net/pt/xy/xy4/42,1
Espurr,1693,xy2-42,https://assets.tcgdex.net/pt/xy/xy2/42,1
Corphish,1694,xy5-42,https://assets.tcgdex.net/pt/xy/xy5/42,1
Charcadet,1695,sv03-043,https://assets.tcgdex.net/pt/sv/sv03/043,1
Oddish,1696,sv03.5-043,https://assets.tcgdex.net/pt/sv/sv03.5/043,1
Gyarados,1697,sv02-043,https://assets.tcgdex.net/pt/sv/sv02/043,3
Houndstone,1698,sv04.5-043,https://assets.tcgdex.net/pt/sv/sv04.5/043,2
Sharpedo,1699,sv05-043,https://assets.tcgdex.net/pt/sv/sv05/043,2
Chewtle,1700,sv07-043,https://assets.tcgdex.net/pt/sv/sv07/043,2
Spheal,1701,sv08-043,https://assets.tcgdex.net/pt/sv/sv08/043,1
Slowbro,1702,sv01-043,https://assets.tcgdex.net/pt/sv/sv01/043,2
Vanillite,1703,sv04-043,https://assets.tcgdex.net/pt/sv/sv04/043,1
Varoom,1704,sv06.5-043,https://assets.tcgdex.net/pt/sv/sv06.5/043,1
Poliwrath,1705,sv06-043,https://assets.tcgdex.net/pt/sv/sv06/043,3
Cryogonal,1706,swsh7-43,https://assets.tcgdex.net/pt/swsh/swsh7/43,2
Tyranitar,1707,swsh10.5-043,https://assets.tcgdex.net/pt/swsh/swsh10.5/043,3
Trubbish,1708,swsh3.5-43,https://assets.tcgdex.net/pt/swsh/swsh3.5/43,1
Darumaka de Galar,1709,swsh3-43,https://assets.tcgdex.net/pt/swsh/swsh3/43,1
Pikachu V,1710,swsh4-43,https://assets.tcgdex.net/pt/swsh/swsh4/43,3
Inteleon,1711,swsh6-43,https://assets.tcgdex.net/pt/swsh/swsh6/43,2
Beartic,1712,swsh9-043,https://assets.tcgdex.net/pt/swsh/swsh9/043,2
Spinarak,1713,swsh4.5-43,https://assets.tcgdex.net/pt/swsh/swsh4.5/43,1
Froslass,1714,swsh12-043,https://assets.tcgdex.net/pt/swsh/swsh12/043,2
Milotic V,1715,swsh2-43,https://assets.tcgdex.net/pt/swsh/swsh2/43,3
Basculin de Hisui,1716,swsh10-043,https://assets.tcgdex.net/pt/swsh/swsh10/043,1
Cinderace V,1717,swsh8-43,https://assets.tcgdex.net/pt/swsh/swsh8/43,3
Bruxish,1718,swsh5-43,https://assets.tcgdex.net/pt/swsh/swsh5/43,2
Luxray,1719,swsh12.5-043,https://assets.tcgdex.net/pt/swsh/swsh12.5/043,2
Abomasnow,1720,swsh11-043,https://assets.tcgdex.net/pt/swsh/swsh11/043,2
Krabby,1721,swsh1-43,https://assets.tcgdex.net/pt/swsh/swsh1/43,2
Vanillite,1722,xy8-43,https://assets.tcgdex.net/pt/xy/xy8/43,1
Electivire,1723,xy9-43,https://assets.tcgdex.net/pt/xy/xy9/43,2
Nidoran♂,1724,xy12-43,https://assets.tcgdex.net/pt/xy/xy12/43,1
Regirock EX,1725,xy10-43,https://assets.tcgdex.net/pt/xy/xy10/43,3
Nidoran♂,1726,xy11-43,https://assets.tcgdex.net/pt/xy/xy11/43,1
Golurk,1727,xy3-43,https://assets.tcgdex.net/pt/xy/xy3/43,2
Togepi,1728,xy6-43,https://assets.tcgdex.net/pt/xy/xy6/43,1
Raichu,1729,xy1-43,https://assets.tcgdex.net/pt/xy/xy1/43,2
M-Tyranitar EX,1730,xy7-43,https://assets.tcgdex.net/pt/xy/xy7/43,4
Chandelure,1731,xy4-43,https://assets.tcgdex.net/pt/xy/xy4/43,2
Meowstic,1732,xy2-43,https://assets.tcgdex.net/pt/xy/xy2/43,2
Feebas,1733,xy5-43,https://assets.tcgdex.net/pt/xy/xy5/43,1
Armarouge,1734,sv03-044,https://assets.tcgdex.net/pt/sv/sv03/044,2
Gloom,1735,sv03.5-044,https://assets.tcgdex.net/pt/sv/sv03.5/044,1
Marill,1736,sv02-044,https://assets.tcgdex.net/pt/sv/sv02/044,1
Gimmighoul,1737,sv04.5-044,https://assets.tcgdex.net/pt/sv/sv04.5/044,1
Keldeo,1738,sv05-044,https://assets.tcgdex.net/pt/sv/sv05/044,2
Drednaw,1739,sv07-044,https://assets.tcgdex.net/pt/sv/sv07/044,2
Sealeo,1740,sv08-044,https://assets.tcgdex.net/pt/sv/sv08/044,2
Magikarp,1741,sv01-044,https://assets.tcgdex.net/pt/sv/sv01/044,1
Vanillish,1742,sv04-044,https://assets.tcgdex.net/pt/sv/sv04/044,2
Axew,1743,sv06.5-044,https://assets.tcgdex.net/pt/sv/sv06.5/044,1
Goldeen,1744,sv06-044,https://assets.tcgdex.net/pt/sv/sv06/044,1
Bergmite,1745,swsh7-44,https://assets.tcgdex.net/pt/swsh/swsh7/44,1
Steelix,1746,swsh10.5-044,https://assets.tcgdex.net/pt/swsh/swsh10.5/044,3
Inkay,1747,swsh3.5-44,https://assets.tcgdex.net/pt/swsh/swsh3.5/44,1
Darmanitan de Galar,1748,swsh3-44,https://assets.tcgdex.net/pt/swsh/swsh3/44,2
Pikachu VMAX,1749,swsh4-44,https://assets.tcgdex.net/pt/swsh/swsh4/44,5
Urshifu Golpe Fluido,1750,swsh6-44,https://assets.tcgdex.net/pt/swsh/swsh6/44,2
Eiscue,1751,swsh9-044,https://assets.tcgdex.net/pt/swsh/swsh9/044,2
Crobat V,1752,swsh4.5-44,https://assets.tcgdex.net/pt/swsh/swsh4.5/44,3
Relicanth,1753,swsh12-044,https://assets.tcgdex.net/pt/swsh/swsh12/044,2
Tympole,1754,swsh2-44,https://assets.tcgdex.net/pt/swsh/swsh2/44,1
Basculegion de Hisui,1755,swsh10-044,https://assets.tcgdex.net/pt/swsh/swsh10/044,2
Cinderace V,1756,swsh8-44,https://assets.tcgdex.net/pt/swsh/swsh8/44,3
Electabuzz,1757,swsh5-44,https://assets.tcgdex.net/pt/swsh/swsh5/44,2
Luxray,1758,swsh12.5-044,https://assets.tcgdex.net/pt/swsh/swsh12.5/044,3
Basculin de Hisui,1759,swsh11-044,https://assets.tcgdex.net/pt/swsh/swsh11/044,1
Kingler,1760,swsh1-44,https://assets.tcgdex.net/pt/swsh/swsh1/44,2
Vanillish,1761,xy8-44,https://assets.tcgdex.net/pt/xy/xy8/44,1
Shinx,1762,xy9-44,https://assets.tcgdex.net/pt/xy/xy9/44,1
Nidorino,1763,xy12-44,https://assets.tcgdex.net/pt/xy/xy12/44,2
Wormadam,1764,xy10-44,https://assets.tcgdex.net/pt/xy/xy10/44,2
Nidorino,1765,xy11-44,https://assets.tcgdex.net/pt/xy/xy11/44,2
Machop,1766,xy3-44,https://assets.tcgdex.net/pt/xy/xy3/44,1
Togetic,1767,xy6-44,https://assets.tcgdex.net/pt/xy/xy6/44,2
Voltorb,1768,xy1-44,https://assets.tcgdex.net/pt/xy/xy1/44,1
Sableye,1769,xy7-44,https://assets.tcgdex.net/pt/xy/xy7/44,1
Pumpkaboo,1770,xy4-44,https://assets.tcgdex.net/pt/xy/xy4/44,1
Skrelp,1771,xy2-44,https://assets.tcgdex.net/pt/xy/xy2/44,1
Milotic,1772,xy5-44,https://assets.tcgdex.net/pt/xy/xy5/44,2
Lapras,1773,sv03-045,https://assets.tcgdex.net/pt/sv/sv03/045,2
Vileplume,1774,sv03.5-045,https://assets.tcgdex.net/pt/sv/sv03.5/045,2
Azumarill,1775,sv02-045,https://assets.tcgdex.net/pt/sv/sv02/045,2
Mankey,1776,sv04.5-045,https://assets.tcgdex.net/pt/sv/sv04.5/045,1
Snom,1777,sv05-045,https://assets.tcgdex.net/pt/sv/sv05/045,1
Veluza,1778,sv07-045,https://assets.tcgdex.net/pt/sv/sv07/045,2
Walrein,1779,sv08-045,https://assets.tcgdex.net/pt/sv/sv08/045,3
Gyarados ex,1780,sv01-045,https://assets.tcgdex.net/pt/sv/sv01/045,4
Vanilluxe,1781,sv04-045,https://assets.tcgdex.net/pt/sv/sv04/045,2
Fraxure,1782,sv06.5-045,https://assets.tcgdex.net/pt/sv/sv06.5/045,2
Seaking,1783,sv06-045,https://assets.tcgdex.net/pt/sv/sv06/045,2
Avalugg,1784,swsh7-45,https://assets.tcgdex.net/pt/swsh/swsh7/45,2
Meltan,1785,swsh10.5-045,https://assets.tcgdex.net/pt/swsh/swsh10.5/045,1
Malamar,1786,swsh3.5-45,https://assets.tcgdex.net/pt/swsh/swsh3.5/45,2
Vanillite,1787,swsh3-45,https://assets.tcgdex.net/pt/swsh/swsh3/45,1
Voltorb,1788,swsh4-45,https://assets.tcgdex.net/pt/swsh/swsh4/45,1
Calyrex Cavaleiro Glacial V,1789,swsh6-45,https://assets.tcgdex.net/pt/swsh/swsh6/45,3
Raichu V,1790,swsh9-045,https://assets.tcgdex.net/pt/swsh/swsh9/045,3
Crobat VMAX,1791,swsh4.5-45,https://assets.tcgdex.net/pt/swsh/swsh4.5/45,4
Phione,1792,swsh12-045,https://assets.tcgdex.net/pt/swsh/swsh12/045,1
Palpitoad,1793,swsh2-45,https://assets.tcgdex.net/pt/swsh/swsh2/45,2
Keldeo,1794,swsh10-045,https://assets.tcgdex.net/pt/swsh/swsh10/045,2
Cinderace VMAX,1795,swsh8-45,https://assets.tcgdex.net/pt/swsh/swsh8/45,5
Electivire,1796,swsh5-45,https://assets.tcgdex.net/pt/swsh/swsh5/45,2
Rotom V,1797,swsh12.5-045,https://assets.tcgdex.net/pt/swsh/swsh12.5/045,3
Basculegion de Hisui,1798,swsh11-045,https://assets.tcgdex.net/pt/swsh/swsh11/045,2
Goldeen,1799,swsh1-45,https://assets.tcgdex.net/pt/swsh/swsh1/45,1
Vanilluxe,1800,xy8-45,https://assets.tcgdex.net/pt/xy/xy8/45,2
Luxio,1801,xy9-45,https://assets.tcgdex.net/pt/xy/xy9/45,2
Nidoking,1802,xy12-45,https://assets.tcgdex.net/pt/xy/xy12/45,2
Riolu,1803,xy10-45,https://assets.tcgdex.net/pt/xy/xy10/45,1
Nidoking,1804,xy11-45,https://assets.tcgdex.net/pt/xy/xy11/45,2
Machoke,1805,xy3-45,https://assets.tcgdex.net/pt/xy/xy3/45,2
Togekiss,1806,xy6-45,https://assets.tcgdex.net/pt/xy/xy6/45,2
Electrode,1807,xy1-45,https://assets.tcgdex.net/pt/xy/xy1/45,2
Inkay,1808,xy7-45,https://assets.tcgdex.net/pt/xy/xy7/45,1
Gourgeist,1809,xy4-45,https://assets.tcgdex.net/pt/xy/xy4/45,2
Geodude,1810,xy2-45,https://assets.tcgdex.net/pt/xy/xy2/45,1
Spheal,1811,xy5-45,https://assets.tcgdex.net/pt/xy/xy5/45,1
Carvanha,1812,sv03-046,https://assets.tcgdex.net/pt/sv/sv03/046,1
Paras,1813,sv03.5-046,https://assets.tcgdex.net/pt/sv/sv03.5/046,1
Delibird,1814,sv02-046,https://assets.tcgdex.net/pt/sv/sv02/046,2
Primeape,1815,sv04.5-046,https://assets.tcgdex.net/pt/sv/sv04.5/046,2
Frosmoth,1816,sv05-046,https://assets.tcgdex.net/pt/sv/sv05/046,2
Electabuzz,1817,sv07-046,https://assets.tcgdex.net/pt/sv/sv07/046,2
Shellos,1818,sv08-046,https://assets.tcgdex.net/pt/sv/sv08/046,1
Buizel,1819,sv01-046,https://assets.tcgdex.net/pt/sv/sv01/046,1
Tsareena ex,1820,sv04-046,https://assets.tcgdex.net/pt/sv/sv04/046,5
Haxorus,1821,sv06.5-046,https://assets.tcgdex.net/pt/sv/sv06.5/046,3
Jynx,1822,sv06-046,https://assets.tcgdex.net/pt/sv/sv06/046,2
Wishiwashi,1823,swsh7-46,https://assets.tcgdex.net/pt/swsh/swsh7/46,1
Melmetal,1824,swsh10.5-046,https://assets.tcgdex.net/pt/swsh/swsh10.5/046,3
Nickit,1825,swsh3.5-46,https://assets.tcgdex.net/pt/swsh/swsh3.5/46,1
Vanillish,1826,swsh3-46,https://assets.tcgdex.net/pt/swsh/swsh3/46,2
Electrode,1827,swsh4-46,https://assets.tcgdex.net/pt/swsh/swsh4/46,2
Calyrex Cavaleiro Glacial VMAX,1828,swsh6-46,https://assets.tcgdex.net/pt/swsh/swsh6/46,5
Electabuzz,1829,swsh9-046,https://assets.tcgdex.net/pt/swsh/swsh9/046,2
Yveltal,1830,swsh4.5-46,https://assets.tcgdex.net/pt/swsh/swsh4.5/46,2
Keldeo,1831,swsh12-046,https://assets.tcgdex.net/pt/swsh/swsh12/046,2
Seismitoad,1832,swsh2-46,https://assets.tcgdex.net/pt/swsh/swsh2/46,3
Greninja Radiante,1833,swsh10-046,https://assets.tcgdex.net/pt/swsh/swsh10/046,2
Sizzlipede,1834,swsh8-46,https://assets.tcgdex.net/pt/swsh/swsh8/46,2
Shinx,1835,swsh5-46,https://assets.tcgdex.net/pt/swsh/swsh5/46,1
Rotom V-ASTRO,1836,swsh12.5-046,https://assets.tcgdex.net/pt/swsh/swsh12.5/046,4
Ducklett,1837,swsh11-046,https://assets.tcgdex.net/pt/swsh/swsh11/046,1
Goldeen,1838,swsh1-46,https://assets.tcgdex.net/pt/swsh/swsh1/46,1
Froakie,1839,xy8-46,https://assets.tcgdex.net/pt/xy/xy8/46,1
Luxray,1840,xy9-46,https://assets.tcgdex.net/pt/xy/xy9/46,2
Nidoking TURBO,1841,xy12-46,https://assets.tcgdex.net/pt/xy/xy12/46,3
Riolu,1842,xy10-46,https://assets.tcgdex.net/pt/xy/xy10/46,1
Drifloon,1843,xy11-46,https://assets.tcgdex.net/pt/xy/xy11/46,1
Machamp,1844,xy3-46,https://assets.tcgdex.net/pt/xy/xy3/46,2
Togekiss,1845,xy6-46,https://assets.tcgdex.net/pt/xy/xy6/46,2
Emolga EX,1846,xy1-46,https://assets.tcgdex.net/pt/xy/xy1/46,2
Malamar,1847,xy7-46,https://assets.tcgdex.net/pt/xy/xy7/46,2
Gligar,1848,xy4-46,https://assets.tcgdex.net/pt/xy/xy4/46,1
Graveler,1849,xy2-46,https://assets.tcgdex.net/pt/xy/xy2/46,2
Spheal,1850,xy5-46,https://assets.tcgdex.net/pt/xy/xy5/46,1
Sharpedo,1851,sv03-047,https://assets.tcgdex.net/pt/sv/sv03/047,2
Parasect,1852,sv03.5-047,https://assets.tcgdex.net/pt/sv/sv03.5/047,2
Luvdisc,1853,sv02-047,https://assets.tcgdex.net/pt/sv/sv02/047,1
Annihilape,1854,sv04.5-047,https://assets.tcgdex.net/pt/sv/sv04.5/047,2
Wiglett,1855,sv05-047,https://assets.tcgdex.net/pt/sv/sv05/047,1
Electivire,1856,sv07-047,https://assets.tcgdex.net/pt/sv/sv07/047,2
Cryogonal,1857,sv08-047,https://assets.tcgdex.net/pt/sv/sv08/047,2
Floatzel,1858,sv01-047,https://assets.tcgdex.net/pt/sv/sv01/047,2
Wimpod,1859,sv04-047,https://assets.tcgdex.net/pt/sv/sv04/047,1
Kyurem,1860,sv06.5-047,https://assets.tcgdex.net/pt/sv/sv06.5/047,2
Corphish,1861,sv06-047,https://assets.tcgdex.net/pt/sv/sv06/047,2
Eiscue,1862,swsh7-47,https://assets.tcgdex.net/pt/swsh/swsh7/47,2
Melmetal V,1863,swsh10.5-047,https://assets.tcgdex.net/pt/swsh/swsh10.5/047,3
Duraludon V,1864,swsh3.5-47,https://assets.tcgdex.net/pt/swsh/swsh3.5/47,3
Vanilluxe,1865,swsh3-47,https://assets.tcgdex.net/pt/swsh/swsh3/47,2
Jolteon,1866,swsh4-47,https://assets.tcgdex.net/pt/swsh/swsh4/47,2
Mareep,1867,swsh6-47,https://assets.tcgdex.net/pt/swsh/swsh6/47,1
Electivire,1868,swsh9-047,https://assets.tcgdex.net/pt/swsh/swsh9/047,2
Nickit,1869,swsh4.5-47,https://assets.tcgdex.net/pt/swsh/swsh4.5/47,1
Dewpider,1870,swsh12-047,https://assets.tcgdex.net/pt/swsh/swsh12/047,1
Darumaka de Galar,1871,swsh2-47,https://assets.tcgdex.net/pt/swsh/swsh2/47,2
Bergmite,1872,swsh10-047,https://assets.tcgdex.net/pt/swsh/swsh10/047,1
Sizzlipede,1873,swsh8-47,https://assets.tcgdex.net/pt/swsh/swsh8/47,1
Luxio,1874,swsh5-47,https://assets.tcgdex.net/pt/swsh/swsh5/47,2
Emolga,1875,swsh12.5-047,https://assets.tcgdex.net/pt/swsh/swsh12.5/047,1
Swanna,1876,swsh11-047,https://assets.tcgdex.net/pt/swsh/swsh11/047,2
Seaking,1877,swsh1-47,https://assets.tcgdex.net/pt/swsh/swsh1/47,2
Frogadier,1878,xy8-47,https://assets.tcgdex.net/pt/xy/xy8/47,1
Luxray TURBO,1879,xy9-47,https://assets.tcgdex.net/pt/xy/xy9/47,3
Gastly,1880,xy12-47,https://assets.tcgdex.net/pt/xy/xy12/47,1
Lucario,1881,xy10-47,https://assets.tcgdex.net/pt/xy/xy10/47,2
Drifblim,1882,xy11-47,https://assets.tcgdex.net/pt/xy/xy11/47,2
Hitmonlee,1883,xy3-47,https://assets.tcgdex.net/pt/xy/xy3/47,2
Carbink,1884,xy6-47,https://assets.tcgdex.net/pt/xy/xy6/47,1
Ekans,1885,xy1-47,https://assets.tcgdex.net/pt/xy/xy1/47,1
Beldum,1886,xy7-47,https://assets.tcgdex.net/pt/xy/xy7/47,1
Gliscor,1887,xy4-47,https://assets.tcgdex.net/pt/xy/xy4/47,2
Golem,1888,xy2-47,https://assets.tcgdex.net/pt/xy/xy2/47,2
Sealeo,1889,xy5-47,https://assets.tcgdex.net/pt/xy/xy5/47,2
Buizel,1890,sv03-048,https://assets.tcgdex.net/pt/sv/sv03/048,1
Venonat,1891,sv03.5-048,https://assets.tcgdex.net/pt/sv/sv03.5/048,1
Eiscue,1892,sv02-048,https://assets.tcgdex.net/pt/sv/sv02/048,2
Phanpy,1893,sv04.5-048,https://assets.tcgdex.net/pt/sv/sv04.5/048,2
Finizen,1894,sv05-048,https://assets.tcgdex.net/pt/sv/sv05/048,2
Chinchou,1895,sv07-048,https://assets.tcgdex.net/pt/sv/sv07/048,1
Kyurem Preto ex,1896,sv08-048,https://assets.tcgdex.net/pt/sv/sv08/048,4
Alomomola,1897,sv01-048,https://assets.tcgdex.net/pt/sv/sv01/048,2
Wimpod,1898,sv04-048,https://assets.tcgdex.net/pt/sv/sv04/048,1
Meowth,1899,sv06.5-048,https://assets.tcgdex.net/pt/sv/sv06.5/048,1
Crawdaunt,1900,sv06-048,https://assets.tcgdex.net/pt/sv/sv06/048,2
Arctovish V,1901,swsh7-48,https://assets.tcgdex.net/pt/swsh/swsh7/48,3
Melmetal VMAX,1902,swsh10.5-048,https://assets.tcgdex.net/pt/swsh/swsh10.5/048,5
Swablu,1903,swsh3.5-48,https://assets.tcgdex.net/pt/swsh/swsh3.5/48,1
Cubchoo,1904,swsh3-48,https://assets.tcgdex.net/pt/swsh/swsh3/48,1
Zapdos,1905,swsh4-48,https://assets.tcgdex.net/pt/swsh/swsh4/48,2
Flaaffy,1906,swsh6-48,https://assets.tcgdex.net/pt/swsh/swsh6/48,2
Raikou V,1907,swsh9-048,https://assets.tcgdex.net/pt/swsh/swsh9/048,3
Thievul,1908,swsh4.5-48,https://assets.tcgdex.net/pt/swsh/swsh4.5/48,2
Araquanid,1909,swsh12-048,https://assets.tcgdex.net/pt/swsh/swsh12/048,2
Darmanitan de Galar,1910,swsh2-48,https://assets.tcgdex.net/pt/swsh/swsh2/48,2
Avalugg de Hisui,1911,swsh10-048,https://assets.tcgdex.net/pt/swsh/swsh10/048,2
Centiskorch,1912,swsh8-48,https://assets.tcgdex.net/pt/swsh/swsh8/48,2
Luxray,1913,swsh5-48,https://assets.tcgdex.net/pt/swsh/swsh5/48,2
Eelektrik,1914,swsh12.5-048,https://assets.tcgdex.net/pt/swsh/swsh12.5/048,2
Kyurem V,1915,swsh11-048,https://assets.tcgdex.net/pt/swsh/swsh11/048,3
Lapras,1916,swsh1-48,https://assets.tcgdex.net/pt/swsh/swsh1/48,2
Pikachu,1917,xy8-48,https://assets.tcgdex.net/pt/xy/xy8/48,1
Blitzle,1918,xy9-48,https://assets.tcgdex.net/pt/xy/xy9/48,1
Haunter,1919,xy12-48,https://assets.tcgdex.net/pt/xy/xy12/48,1
Hawlucha,1920,xy10-48,https://assets.tcgdex.net/pt/xy/xy10/48,1
Litwick,1921,xy11-48,https://assets.tcgdex.net/pt/xy/xy11/48,1
Hitmonchan,1922,xy3-48,https://assets.tcgdex.net/pt/xy/xy3/48,2
Klefki,1923,xy6-48,https://assets.tcgdex.net/pt/xy/xy6/48,1
Arbok,1924,xy1-48,https://assets.tcgdex.net/pt/xy/xy1/48,2
Metang,1925,xy7-48,https://assets.tcgdex.net/pt/xy/xy7/48,2
Roggenrola,1926,xy4-48,https://assets.tcgdex.net/pt/xy/xy4/48,1
Binacle,1927,xy2-48,https://assets.tcgdex.net/pt/xy/xy2/48,1
Walrein,1928,xy5-48,https://assets.tcgdex.net/pt/xy/xy5/48,2
Floatzel,1929,sv03-049,https://assets.tcgdex.net/pt/sv/sv03/049,2
Venomoth,1930,sv03.5-049,https://assets.tcgdex.net/pt/sv/sv03.5/049,2
Quaxly,1931,sv02-049,https://assets.tcgdex.net/pt/sv/sv02/049,1
Donphan,1932,sv04.5-049,https://assets.tcgdex.net/pt/sv/sv04.5/049,2
Palafin,1933,sv05-049,https://assets.tcgdex.net/pt/sv/sv05/049,2
Lanturn,1934,sv07-049,https://assets.tcgdex.net/pt/sv/sv07/049,2
Bruxish,1935,sv08-049,https://assets.tcgdex.net/pt/sv/sv08/049,2
Clauncher,1936,sv01-049,https://assets.tcgdex.net/pt/sv/sv01/049,1
Golisopod,1937,sv04-049,https://assets.tcgdex.net/pt/sv/sv04/049,2
Persian,1938,sv06.5-049,https://assets.tcgdex.net/pt/sv/sv06.5/049,2
Feebas,1939,sv06-049,https://assets.tcgdex.net/pt/sv/sv06/049,1
Pikachu,1940,swsh7-49,https://assets.tcgdex.net/pt/swsh/swsh7/49,1
Dragonite V,1941,swsh10.5-049,https://assets.tcgdex.net/pt/swsh/swsh10.5/049,4
Altaria,1942,swsh3.5-49,https://assets.tcgdex.net/pt/swsh/swsh3.5/49,2
Beartic,1943,swsh3-49,https://assets.tcgdex.net/pt/swsh/swsh3/49,2
Ampharos V,1944,swsh4-49,https://assets.tcgdex.net/pt/swsh/swsh4/49,3
Ampharos,1945,swsh6-49,https://assets.tcgdex.net/pt/swsh/swsh6/49,3
Shinx,1946,swsh9-049,https://assets.tcgdex.net/pt/swsh/swsh9/049,1
Cufant,1947,swsh4.5-49,https://assets.tcgdex.net/pt/swsh/swsh4.5/49,2
Pikachu,1948,swsh12-049,https://assets.tcgdex.net/pt/swsh/swsh12/049,1
